subject,list,item,input,output,study,recall,repeat,intrusion,first_input,list length
7,30,23,24,3.0,True,True,0,False,24,30.0
7,30,24,25,1.0,True,True,0,False,25,30.0
7,30,25,26,5.0,True,True,0,False,26,30.0
7,30,26,27,7.0,True,True,0,False,27,30.0
7,30,27,28,,True,False,0,False,28,30.0
7,30,28,29,4.0,True,True,0,False,29,30.0
7,30,29,30,6.0,True,True,0,False,30,30.0
7,31,0,1,,True,False,0,False,1,30.0
7,31,1,2,,True,False,0,False,2,30.0
7,31,2,3,,True,False,0,False,3,30.0
7,31,3,4,,True,False,0,False,4,30.0
7,31,4,5,,True,False,0,False,5,30.0
7,31,5,6,,True,False,0,False,6,30.0
7,31,6,7,,True,False,0,False,7,30.0
7,31,7,8,,True,False,0,False,8,30.0
7,31,8,9,,True,False,0,False,9,30.0
7,31,9,10,,True,False,0,False,10,30.0
7,31,10,11,,True,False,0,False,11,30.0
7,31,11,12,,True,False,0,False,12,30.0
7,31,12,13,,True,False,0,False,13,30.0
7,31,13,14,,True,False,0,False,14,30.0
7,31,14,15,,True,False,0,False,15,30.0
7,31,15,16,,True,False,0,False,16,30.0
7,31,16,17,,True,False,0,False,17,30.0
7,31,17,18,,True,False,0,False,18,30.0
7,31,18,19,,True,False,0,False,19,30.0
7,31,19,20,,True,False,0,False,20,30.0
7,31,20,21,,True,False,0,False,21,30.0
7,31,21,22,,True,False,0,False,22,30.0
7,31,22,23,,True,False,0,False,23,30.0
7,31,23,24,,True,False,0,False,24,30.0
7,31,24,25,,True,False,0,False,25,30.0
7,31,25,26,,True,False,0,False,26,30.0
7,31,26,27,,True,False,0,False,27,30.0
7,31,27,28,,True,False,0,False,28,30.0
7,31,28,29,,True,False,0,False,29,30.0
7,31,29,30,,True,False,0,False,30,30.0
7,32,0,1,,True,False,0,False,1,30.0
7,32,1,2,,True,False,0,False,2,30.0
7,32,2,3,,True,False,0,False,3,30.0
7,32,3,4,,True,False,0,False,4,30.0
7,32,4,5,,True,False,0,False,5,30.0
7,32,5,6,,True,False,0,False,6,30.0
7,32,6,7,,True,False,0,False,7,30.0
7,32,7,8,,True,False,0,False,8,30.0
7,32,8,9,,True,False,0,False,9,30.0
7,32,9,10,,True,False,0,False,10,30.0
7,32,10,11,,True,False,0,False,11,30.0
7,32,11,12,,True,False,0,False,12,30.0
7,32,12,13,4.0,True,True,0,False,13,30.0
7,32,13,14,,True,False,0,False,14,30.0
7,32,14,15,,True,False,0,False,15,30.0
7,32,15,16,,True,False,0,False,16,30.0
7,32,16,17,,True,False,0,False,17,30.0
7,32,17,18,,True,False,0,False,18,30.0
7,32,18,19,,True,False,0,False,19,30.0
7,32,19,20,,True,False,0,False,20,30.0
7,32,20,21,,True,False,0,False,21,30.0
7,32,21,22,,True,False,0,False,22,30.0
7,32,22,23,,True,False,0,False,23,30.0
7,32,23,24,,True,False,0,False,24,30.0
7,32,24,25,3.0,True,True,0,False,25,30.0
7,32,25,26,5.0,True,True,0,False,26,30.0
7,32,26,27,,True,False,0,False,27,30.0
7,32,27,28,2.0,True,True,0,False,28,30.0
7,32,28,29,6.0,True,True,0,False,29,30.0
7,32,29,30,1.0,True,True,0,False,30,30.0
7,33,0,1,1.0,True,True,0,False,1,30.0
7,33,1,2,3.0,True,True,0,False,2,30.0
7,33,2,3,,True,False,0,False,3,30.0
7,33,3,4,5.0,True,True,0,False,4,30.0
7,33,4,5,4.0,True,True,0,False,5,30.0
7,33,5,6,,True,False,0,False,6,30.0
7,33,6,7,,True,False,0,False,7,30.0
7,33,7,8,,True,False,0,False,8,30.0
7,33,8,9,,True,False,0,False,9,30.0
7,33,9,10,,True,False,0,False,10,30.0
7,33,10,11,2.0,True,True,0,False,11,30.0
7,33,11,12,,True,False,0,False,12,30.0
7,33,12,13,,True,False,0,False,13,30.0
7,33,13,14,,True,False,0,False,14,30.0
7,33,14,15,,True,False,0,False,15,30.0
7,33,15,16,,True,False,0,False,16,30.0
7,33,16,17,,True,False,0,False,17,30.0
7,33,17,18,,True,False,0,False,18,30.0
7,33,18,19,,True,False,0,False,19,30.0
7,33,19,20,,True,False,0,False,20,30.0
7,33,20,21,,True,False,0,False,21,30.0
7,33,21,22,,True,False,0,False,22,30.0
7,33,22,23,6.0,True,True,0,False,23,30.0
7,33,23,24,,True,False,0,False,24,30.0
7,33,24,25,,True,False,0,False,25,30.0
7,33,25,26,,True,False,0,False,26,30.0
7,33,26,27,,True,False,0,False,27,30.0
7,33,27,28,,True,False,0,False,28,30.0
7,33,28,29,,True,False,0,False,29,30.0
7,33,29,30,,True,False,0,False,30,30.0
7,34,0,1,,True,False,0,False,1,30.0
7,34,1,2,,True,False,0,False,2,30.0
7,34,2,3,,True,False,0,False,3,30.0
7,34,3,4,,True,False,0,False,4,30.0
7,34,4,5,,True,False,0,False,5,30.0
7,34,5,6,,True,False,0,False,6,30.0
7,34,6,7,,True,False,0,False,7,30.0
7,34,7,8,,True,False,0,False,8,30.0
7,34,8,9,,True,False,0,False,9,30.0
7,34,9,10,,True,False,0,False,10,30.0
7,34,10,11,,True,False,0,False,11,30.0
7,34,11,12,,True,False,0,False,12,30.0
7,34,12,13,,True,False,0,False,13,30.0
7,34,13,14,,True,False,0,False,14,30.0
7,34,14,15,,True,False,0,False,15,30.0
7,34,15,16,,True,False,0,False,16,30.0
7,34,16,17,,True,False,0,False,17,30.0
7,34,17,18,,True,False,0,False,18,30.0
7,34,18,19,,True,False,0,False,19,30.0
7,34,19,20,,True,False,0,False,20,30.0
7,34,20,21,,True,False,0,False,21,30.0
7,34,21,22,,True,False,0,False,22,30.0
7,34,22,23,,True,False,0,False,23,30.0
7,34,23,24,,True,False,0,False,24,30.0
7,34,24,25,,True,False,0,False,25,30.0
7,34,25,26,2.0,True,True,0,False,26,30.0
7,34,26,27,,True,False,0,False,27,30.0
7,34,27,28,1.0,True,True,0,False,28,30.0
7,34,28,29,,True,False,0,False,29,30.0
7,34,29,30,,True,False,0,False,30,30.0
7,35,0,1,,True,False,0,False,1,30.0
7,35,1,2,,True,False,0,False,2,30.0
7,35,2,3,,True,False,0,False,3,30.0
7,35,3,4,,True,False,0,False,4,30.0
7,35,4,5,,True,False,0,False,5,30.0
7,35,5,6,,True,False,0,False,6,30.0
7,35,6,7,,True,False,0,False,7,30.0
7,35,7,8,,True,False,0,False,8,30.0
7,35,8,9,,True,False,0,False,9,30.0
7,35,9,10,,True,False,0,False,10,30.0
7,35,10,11,,True,False,0,False,11,30.0
7,35,11,12,,True,False,0,False,12,30.0
7,35,12,13,,True,False,0,False,13,30.0
7,35,13,14,,True,False,0,False,14,30.0
7,35,14,15,4.0,True,True,0,False,15,30.0
7,35,15,16,,True,False,0,False,16,30.0
7,35,16,17,,True,False,0,False,17,30.0
7,35,17,18,,True,False,0,False,18,30.0
7,35,18,19,5.0,True,True,0,False,19,30.0
7,35,19,20,,True,False,0,False,20,30.0
7,35,20,21,,True,False,0,False,21,30.0
7,35,21,22,,True,False,0,False,22,30.0
7,35,22,23,,True,False,0,False,23,30.0
7,35,23,24,,True,False,0,False,24,30.0
7,35,24,25,,True,False,0,False,25,30.0
7,35,25,26,,True,False,0,False,26,30.0
7,35,26,27,6.0,True,True,0,False,27,30.0
7,35,27,28,3.0,True,True,0,False,28,30.0
7,35,28,29,2.0,True,True,0,False,29,30.0
7,35,29,30,1.0,True,True,0,False,30,30.0
7,36,0,1,,True,False,0,False,1,30.0
7,36,1,2,,True,False,0,False,2,30.0
7,36,2,3,,True,False,0,False,3,30.0
7,36,3,4,,True,False,0,False,4,30.0
7,36,4,5,,True,False,0,False,5,30.0
7,36,5,6,6.0,True,True,0,False,6,30.0
7,36,6,7,,True,False,0,False,7,30.0
7,36,7,8,,True,False,0,False,8,30.0
7,36,8,9,,True,False,0,False,9,30.0
7,36,9,10,,True,False,0,False,10,30.0
7,36,10,11,,True,False,0,False,11,30.0
7,36,11,12,,True,False,0,False,12,30.0
7,36,12,13,,True,False,0,False,13,30.0
7,36,13,14,5.0,True,True,0,False,14,30.0
7,36,14,15,,True,False,0,False,15,30.0
7,36,15,16,,True,False,0,False,16,30.0
7,36,16,17,,True,False,0,False,17,30.0
7,36,17,18,,True,False,0,False,18,30.0
7,36,18,19,,True,False,0,False,19,30.0
7,36,19,20,,True,False,0,False,20,30.0
7,36,20,21,,True,False,0,False,21,30.0
7,36,21,22,,True,False,0,False,22,30.0
7,36,22,23,,True,False,0,False,23,30.0
7,36,23,24,,True,False,0,False,24,30.0
7,36,24,25,3.0,True,True,0,False,25,30.0
7,36,25,26,,True,False,0,False,26,30.0
7,36,26,27,1.0,True,True,0,False,27,30.0
7,36,27,28,,True,False,0,False,28,30.0
7,36,28,29,2.0,True,True,0,False,29,30.0
7,36,29,30,4.0,True,True,0,False,30,30.0
7,37,0,1,,True,False,0,False,1,30.0
7,37,1,2,,True,False,0,False,2,30.0
7,37,2,3,,True,False,0,False,3,30.0
7,37,3,4,,True,False,0,False,4,30.0
7,37,4,5,,True,False,0,False,5,30.0
7,37,5,6,,True,False,0,False,6,30.0
7,37,6,7,,True,False,0,False,7,30.0
7,37,7,8,,True,False,0,False,8,30.0
7,37,8,9,,True,False,0,False,9,30.0
7,37,9,10,,True,False,0,False,10,30.0
7,37,10,11,,True,False,0,False,11,30.0
7,37,11,12,,True,False,0,False,12,30.0
7,37,12,13,,True,False,0,False,13,30.0
7,37,13,14,,True,False,0,False,14,30.0
7,37,14,15,,True,False,0,False,15,30.0
7,37,15,16,,True,False,0,False,16,30.0
7,37,16,17,,True,False,0,False,17,30.0
7,37,17,18,,True,False,0,False,18,30.0
7,37,18,19,,True,False,0,False,19,30.0
7,37,19,20,,True,False,0,False,20,30.0
7,37,20,21,,True,False,0,False,21,30.0
7,37,21,22,,True,False,0,False,22,30.0
7,37,22,23,5.0,True,True,0,False,23,30.0
7,37,23,24,4.0,True,True,0,False,24,30.0
7,37,24,25,6.0,True,True,0,False,25,30.0
7,37,25,26,,True,False,0,False,26,30.0
7,37,26,27,,True,False,0,False,27,30.0
7,37,27,28,2.0,True,True,0,False,28,30.0
7,37,28,29,1.0,True,True,0,False,29,30.0
7,37,29,30,3.0,True,True,0,False,30,30.0
7,38,0,1,,True,False,0,False,1,30.0
7,38,1,2,,True,False,0,False,2,30.0
7,38,2,3,,True,False,0,False,3,30.0
7,38,3,4,,True,False,0,False,4,30.0
7,38,4,5,,True,False,0,False,5,30.0
7,38,5,6,,True,False,0,False,6,30.0
7,38,6,7,,True,False,0,False,7,30.0
7,38,7,8,,True,False,0,False,8,30.0
7,38,8,9,,True,False,0,False,9,30.0
7,38,9,10,,True,False,0,False,10,30.0
7,38,10,11,,True,False,0,False,11,30.0
7,38,11,12,,True,False,0,False,12,30.0
7,38,12,13,,True,False,0,False,13,30.0
7,38,13,14,,True,False,0,False,14,30.0
7,38,14,15,,True,False,0,False,15,30.0
7,38,15,16,,True,False,0,False,16,30.0
7,38,16,17,,True,False,0,False,17,30.0
7,38,17,18,,True,False,0,False,18,30.0
7,38,18,19,,True,False,0,False,19,30.0
7,38,19,20,,True,False,0,False,20,30.0
7,38,20,21,,True,False,0,False,21,30.0
7,38,21,22,,True,False,0,False,22,30.0
7,38,22,23,,True,False,0,False,23,30.0
7,38,23,24,,True,False,0,False,24,30.0
7,38,24,25,,True,False,0,False,25,30.0
7,38,25,26,,True,False,0,False,26,30.0
7,38,26,27,,True,False,0,False,27,30.0
7,38,27,28,,True,False,0,False,28,30.0
7,38,28,29,,True,False,0,False,29,30.0
7,38,29,30,1.0,True,True,0,False,30,30.0
7,39,0,1,,True,False,0,False,1,30.0
7,39,1,2,,True,False,0,False,2,30.0
7,39,2,3,,True,False,0,False,3,30.0
7,39,3,4,2.0,True,True,0,False,4,30.0
7,39,4,5,,True,False,0,False,5,30.0
7,39,5,6,,True,False,0,False,6,30.0
7,39,6,7,7.0,True,True,0,False,7,30.0
7,39,7,8,9.0,True,True,0,False,8,30.0
7,39,8,9,,True,False,0,False,9,30.0
7,39,9,10,,True,False,0,False,10,30.0
7,39,10,11,,True,False,0,False,11,30.0
7,39,11,12,,True,False,0,False,12,30.0
7,39,12,13,,True,False,0,False,13,30.0
7,39,13,14,,True,False,0,False,14,30.0
7,39,14,15,,True,False,0,False,15,30.0
7,39,15,16,,True,False,0,False,16,30.0
7,39,16,17,6.0,True,True,0,False,17,30.0
7,39,17,18,,True,False,0,False,18,30.0
7,39,18,19,,True,False,0,False,19,30.0
7,39,19,20,3.0,True,True,0,False,20,30.0
7,39,20,21,,True,False,0,False,21,30.0
7,39,21,22,,True,False,0,False,22,30.0
7,39,22,23,8.0,True,True,0,False,23,30.0
7,39,23,24,,True,False,0,False,24,30.0
7,39,24,25,10.0,True,True,0,False,25,30.0
7,39,25,26,11.0,True,True,0,False,26,30.0
7,39,26,27,,True,False,0,False,27,30.0
7,39,27,28,5.0,True,True,0,False,28,30.0
7,39,28,29,1.0,True,True,0,False,29,30.0
7,39,29,30,4.0,True,True,0,False,30,30.0
7,40,0,1,,True,False,0,False,1,30.0
7,40,1,2,,True,False,0,False,2,30.0
7,40,2,3,,True,False,0,False,3,30.0
7,40,3,4,,True,False,0,False,4,30.0
7,40,4,5,,True,False,0,False,5,30.0
7,40,5,6,,True,False,0,False,6,30.0
7,40,6,7,,True,False,0,False,7,30.0
7,40,7,8,,True,False,0,False,8,30.0
7,40,8,9,,True,False,0,False,9,30.0
7,40,9,10,,True,False,0,False,10,30.0
7,40,10,11,,True,False,0,False,11,30.0
7,40,11,12,,True,False,0,False,12,30.0
7,40,12,13,,True,False,0,False,13,30.0
7,40,13,14,,True,False,0,False,14,30.0
7,40,14,15,,True,False,0,False,15,30.0
7,40,15,16,,True,False,0,False,16,30.0
7,40,16,17,,True,False,0,False,17,30.0
7,40,17,18,6.0,True,True,0,False,18,30.0
7,40,18,19,,True,False,0,False,19,30.0
7,40,19,20,,True,False,0,False,20,30.0
7,40,20,21,,True,False,0,False,21,30.0
7,40,21,22,3.0,True,True,0,False,22,30.0
7,40,22,23,4.0,True,True,0,False,23,30.0
7,40,23,24,,True,False,0,False,24,30.0
7,40,24,25,5.0,True,True,0,False,25,30.0
7,40,25,26,,True,False,0,False,26,30.0
7,40,26,27,1.0,True,True,0,False,27,30.0
7,40,27,28,,True,False,0,False,28,30.0
7,40,28,29,,True,False,0,False,29,30.0
7,40,29,30,2.0,True,True,0,False,30,30.0
7,41,0,1,2.0,True,True,0,False,1,30.0
7,41,1,2,,True,False,0,False,2,30.0
7,41,2,3,,True,False,0,False,3,30.0
7,41,3,4,,True,False,0,False,4,30.0
7,41,4,5,6.0,True,True,0,False,5,30.0
7,41,5,6,,True,False,0,False,6,30.0
7,41,6,7,,True,False,0,False,7,30.0
7,41,7,8,,True,False,0,False,8,30.0
7,41,8,9,,True,False,0,False,9,30.0
7,41,9,10,,True,False,0,False,10,30.0
7,41,10,11,,True,False,0,False,11,30.0
7,41,11,12,,True,False,0,False,12,30.0
7,41,12,13,7.0,True,True,0,False,13,30.0
7,41,13,14,,True,False,0,False,14,30.0
7,41,14,15,,True,False,0,False,15,30.0
7,41,15,16,,True,False,0,False,16,30.0
7,41,16,17,,True,False,0,False,17,30.0
7,41,17,18,,True,False,0,False,18,30.0
7,41,18,19,,True,False,0,False,19,30.0
7,41,19,20,,True,False,0,False,20,30.0
7,41,20,21,,True,False,0,False,21,30.0
7,41,21,22,,True,False,0,False,22,30.0
7,41,22,23,,True,False,0,False,23,30.0
7,41,23,24,5.0,True,True,0,False,24,30.0
7,41,24,25,3.0,True,True,0,False,25,30.0
7,41,25,26,,True,False,0,False,26,30.0
7,41,26,27,,True,False,0,False,27,30.0
7,41,27,28,,True,False,0,False,28,30.0
7,41,28,29,4.0,True,True,0,False,29,30.0
7,41,29,30,1.0,True,True,0,False,30,30.0
7,42,0,1,5.0,True,True,0,False,1,30.0
7,42,1,2,6.0,True,True,0,False,2,30.0
7,42,2,3,,True,False,0,False,3,30.0
7,42,3,4,4.0,True,True,0,False,4,30.0
7,42,4,5,,True,False,0,False,5,30.0
7,42,5,6,,True,False,0,False,6,30.0
7,42,6,7,,True,False,0,False,7,30.0
7,42,7,8,,True,False,0,False,8,30.0
7,42,8,9,9.0,True,True,0,False,9,30.0
7,42,9,10,,True,False,0,False,10,30.0
7,42,10,11,,True,False,0,False,11,30.0
7,42,11,12,,True,False,0,False,12,30.0
7,42,12,13,,True,False,0,False,13,30.0
7,42,13,14,,True,False,0,False,14,30.0
7,42,14,15,7.0,True,True,0,False,15,30.0
7,42,15,16,,True,False,0,False,16,30.0
7,42,16,17,,True,False,0,False,17,30.0
7,42,17,18,8.0,True,True,0,False,18,30.0
7,42,18,19,,True,False,0,False,19,30.0
7,42,19,20,,True,False,0,False,20,30.0
7,42,20,21,,True,False,0,False,21,30.0
7,42,21,22,,True,False,0,False,22,30.0
7,42,22,23,,True,False,0,False,23,30.0
7,42,23,24,1.0,True,True,0,False,24,30.0
7,42,24,25,,True,False,0,False,25,30.0
7,42,25,26,3.0,True,True,0,False,26,30.0
7,42,26,27,,True,False,0,False,27,30.0
7,42,27,28,,True,False,0,False,28,30.0
7,42,28,29,,True,False,0,False,29,30.0
7,42,29,30,2.0,True,True,0,False,30,30.0
7,43,0,1,1.0,True,True,0,False,1,30.0
7,43,1,2,,True,False,0,False,2,30.0
7,43,2,3,4.0,True,True,0,False,3,30.0
7,43,3,4,8.0,True,True,0,False,4,30.0
7,43,4,5,9.0,True,True,0,False,5,30.0
7,43,5,6,6.0,True,True,0,False,6,30.0
7,43,6,7,7.0,True,True,0,False,7,30.0
7,43,7,8,,True,False,0,False,8,30.0
7,43,8,9,,True,False,0,False,9,30.0
7,43,9,10,,True,False,0,False,10,30.0
7,43,10,11,10.0,True,True,0,False,11,30.0
7,43,11,12,,True,False,0,False,12,30.0
7,43,12,13,,True,False,0,False,13,30.0
7,43,13,14,,True,False,0,False,14,30.0
7,43,14,15,,True,False,0,False,15,30.0
7,43,15,16,,True,False,0,False,16,30.0
7,43,16,17,,True,False,0,False,17,30.0
7,43,17,18,,True,False,0,False,18,30.0
7,43,18,19,,True,False,0,False,19,30.0
7,43,19,20,,True,False,0,False,20,30.0
7,43,20,21,,True,False,0,False,21,30.0
7,43,21,22,,True,False,0,False,22,30.0
7,43,22,23,,True,False,0,False,23,30.0
7,43,23,24,,True,False,0,False,24,30.0
7,43,24,25,,True,False,0,False,25,30.0
7,43,25,26,,True,False,0,False,26,30.0
7,43,26,27,,True,False,0,False,27,30.0
7,43,27,28,5.0,True,True,0,False,28,30.0
7,43,28,29,2.0,True,True,0,False,29,30.0
7,43,29,30,3.0,True,True,0,False,30,30.0
7,44,0,1,4.0,True,True,0,False,1,30.0
7,44,1,2,,True,False,0,False,2,30.0
7,44,2,3,,True,False,0,False,3,30.0
7,44,3,4,,True,False,0,False,4,30.0
7,44,4,5,,True,False,0,False,5,30.0
7,44,5,6,,True,False,0,False,6,30.0
7,44,6,7,,True,False,0,False,7,30.0
7,44,7,8,,True,False,0,False,8,30.0
7,44,8,9,,True,False,0,False,9,30.0
7,44,9,10,,True,False,0,False,10,30.0
7,44,10,11,,True,False,0,False,11,30.0
7,44,11,12,,True,False,0,False,12,30.0
7,44,12,13,,True,False,0,False,13,30.0
7,44,13,14,,True,False,0,False,14,30.0
7,44,14,15,,True,False,0,False,15,30.0
7,44,15,16,,True,False,0,False,16,30.0
7,44,16,17,,True,False,0,False,17,30.0
7,44,17,18,,True,False,0,False,18,30.0
7,44,18,19,,True,False,0,False,19,30.0
7,44,19,20,,True,False,0,False,20,30.0
7,44,20,21,,True,False,0,False,21,30.0
7,44,21,22,,True,False,0,False,22,30.0
7,44,22,23,,True,False,0,False,23,30.0
7,44,23,24,,True,False,0,False,24,30.0
7,44,24,25,,True,False,0,False,25,30.0
7,44,25,26,1.0,True,True,0,False,26,30.0
7,44,26,27,3.0,True,True,0,False,27,30.0
7,44,27,28,,True,False,0,False,28,30.0
7,44,28,29,2.0,True,True,0,False,29,30.0
7,44,29,30,,True,False,0,False,30,30.0
7,45,0,1,,True,False,0,False,1,30.0
7,45,1,2,,True,False,0,False,2,30.0
7,45,2,3,,True,False,0,False,3,30.0
7,45,3,4,,True,False,0,False,4,30.0
7,45,4,5,,True,False,0,False,5,30.0
7,45,5,6,,True,False,0,False,6,30.0
7,45,6,7,,True,False,0,False,7,30.0
7,45,7,8,,True,False,0,False,8,30.0
7,45,8,9,,True,False,0,False,9,30.0
7,45,9,10,,True,False,0,False,10,30.0
7,45,10,11,,True,False,0,False,11,30.0
7,45,11,12,,True,False,0,False,12,30.0
7,45,12,13,,True,False,0,False,13,30.0
7,45,13,14,,True,False,0,False,14,30.0
7,45,14,15,,True,False,0,False,15,30.0
7,45,15,16,,True,False,0,False,16,30.0
7,45,16,17,,True,False,0,False,17,30.0
7,45,17,18,5.0,True,True,0,False,18,30.0
7,45,18,19,,True,False,0,False,19,30.0
7,45,19,20,,True,False,0,False,20,30.0
7,45,20,21,,True,False,0,False,21,30.0
7,45,21,22,,True,False,0,False,22,30.0
7,45,22,23,,True,False,0,False,23,30.0
7,45,23,24,7.0,True,True,0,False,24,30.0
7,45,24,25,,True,False,0,False,25,30.0
7,45,25,26,6.0,True,True,0,False,26,30.0
7,45,26,27,4.0,True,True,0,False,27,30.0
7,45,27,28,2.0,True,True,0,False,28,30.0
7,45,28,29,3.0,True,True,0,False,29,30.0
7,45,29,30,1.0,True,True,0,False,30,30.0
7,46,0,1,4.0,True,True,0,False,1,30.0
7,46,1,2,,True,False,0,False,2,30.0
7,46,2,3,,True,False,0,False,3,30.0
7,46,3,4,,True,False,0,False,4,30.0
7,46,4,5,,True,False,0,False,5,30.0
7,46,5,6,7.0,True,True,0,False,6,30.0
7,46,6,7,,True,False,0,False,7,30.0
7,46,7,8,,True,False,0,False,8,30.0
7,46,8,9,,True,False,0,False,9,30.0
7,46,9,10,,True,False,0,False,10,30.0
7,46,10,11,,True,False,0,False,11,30.0
7,46,11,12,,True,False,0,False,12,30.0
7,46,12,13,,True,False,0,False,13,30.0
7,46,13,14,,True,False,0,False,14,30.0
7,46,14,15,,True,False,0,False,15,30.0
7,46,15,16,,True,False,0,False,16,30.0
7,46,16,17,6.0,True,True,0,False,17,30.0
7,46,17,18,,True,False,0,False,18,30.0
7,46,18,19,8.0,True,True,0,False,19,30.0
7,46,19,20,9.0,True,True,0,False,20,30.0
7,46,20,21,,True,False,0,False,21,30.0
7,46,21,22,,True,False,0,False,22,30.0
7,46,22,23,,True,False,0,False,23,30.0
7,46,23,24,,True,False,0,False,24,30.0
7,46,24,25,,True,False,0,False,25,30.0
7,46,25,26,,True,False,0,False,26,30.0
7,46,26,27,5.0,True,True,0,False,27,30.0
7,46,27,28,2.0,True,True,0,False,28,30.0
7,46,28,29,1.0,True,True,0,False,29,30.0
7,46,29,30,3.0,True,True,0,False,30,30.0
7,47,0,1,5.0,True,True,0,False,1,30.0
7,47,1,2,,True,False,0,False,2,30.0
7,47,2,3,,True,False,0,False,3,30.0
7,47,3,4,,True,False,0,False,4,30.0
7,47,4,5,,True,False,0,False,5,30.0
7,47,5,6,4.0,True,True,0,False,6,30.0
7,47,6,7,8.0,True,True,0,False,7,30.0
7,47,7,8,,True,False,0,False,8,30.0
7,47,8,9,,True,False,0,False,9,30.0
7,47,9,10,6.0,True,True,0,False,10,30.0
7,47,10,11,,True,False,0,False,11,30.0
7,47,11,12,9.0,True,True,0,False,12,30.0
7,47,12,13,,True,False,0,False,13,30.0
7,47,13,14,,True,False,0,False,14,30.0
7,47,14,15,,True,False,0,False,15,30.0
7,47,15,16,,True,False,0,False,16,30.0
7,47,16,17,,True,False,0,False,17,30.0
7,47,17,18,,True,False,0,False,18,30.0
7,47,18,19,,True,False,0,False,19,30.0
7,47,19,20,,True,False,0,False,20,30.0
7,47,20,21,,True,False,0,False,21,30.0
7,47,21,22,,True,False,0,False,22,30.0
7,47,22,23,,True,False,0,False,23,30.0
7,47,23,24,,True,False,0,False,24,30.0
7,47,24,25,,True,False,0,False,25,30.0
7,47,25,26,,True,False,0,False,26,30.0
7,47,26,27,1.0,True,True,0,False,27,30.0
7,47,27,28,7.0,True,True,0,False,28,30.0
7,47,28,29,2.0,True,True,0,False,29,30.0
7,47,29,30,3.0,True,True,0,False,30,30.0
7,48,0,1,,True,False,0,False,1,30.0
7,48,1,2,,True,False,0,False,2,30.0
7,48,2,3,,True,False,0,False,3,30.0
7,48,3,4,,True,False,0,False,4,30.0
7,48,4,5,,True,False,0,False,5,30.0
7,48,5,6,,True,False,0,False,6,30.0
7,48,6,7,,True,False,0,False,7,30.0
7,48,7,8,,True,False,0,False,8,30.0
7,48,8,9,,True,False,0,False,9,30.0
7,48,9,10,,True,False,0,False,10,30.0
7,48,10,11,,True,False,0,False,11,30.0
7,48,11,12,,True,False,0,False,12,30.0
7,48,12,13,,True,False,0,False,13,30.0
7,48,13,14,,True,False,0,False,14,30.0
7,48,14,15,,True,False,0,False,15,30.0
7,48,15,16,,True,False,0,False,16,30.0
7,48,16,17,7.0,True,True,0,False,17,30.0
7,48,17,18,9.0,True,True,0,False,18,30.0
7,48,18,19,,True,False,0,False,19,30.0
7,48,19,20,,True,False,0,False,20,30.0
7,48,20,21,,True,False,0,False,21,30.0
7,48,21,22,,True,False,0,False,22,30.0
7,48,22,23,,True,False,0,False,23,30.0
7,48,23,24,5.0,True,True,0,False,24,30.0
7,48,24,25,6.0,True,True,0,False,25,30.0
7,48,25,26,4.0,True,True,0,False,26,30.0
7,48,26,27,2.0,True,True,0,False,27,30.0
7,48,27,28,8.0,True,True,0,False,28,30.0
7,48,28,29,1.0,True,True,0,False,29,30.0
7,48,29,30,3.0,True,True,0,False,30,30.0
7,49,0,1,2.0,True,True,0,False,1,30.0
7,49,1,2,,True,False,0,False,2,30.0
7,49,2,3,,True,False,0,False,3,30.0
7,49,3,4,,True,False,0,False,4,30.0
7,49,4,5,,True,False,0,False,5,30.0
7,49,5,6,4.0,True,True,0,False,6,30.0
7,49,6,7,,True,False,0,False,7,30.0
7,49,7,8,,True,False,0,False,8,30.0
7,49,8,9,,True,False,0,False,9,30.0
7,49,9,10,,True,False,0,False,10,30.0
7,49,10,11,,True,False,0,False,11,30.0
7,49,11,12,,True,False,0,False,12,30.0
7,49,12,13,,True,False,0,False,13,30.0
7,49,13,14,,True,False,0,False,14,30.0
7,49,14,15,5.0,True,True,0,False,15,30.0
7,49,15,16,7.0,True,True,0,False,16,30.0
7,49,16,17,,True,False,0,False,17,30.0
7,49,17,18,8.0,True,True,0,False,18,30.0
7,49,18,19,9.0,True,True,0,False,19,30.0
7,49,19,20,,True,False,0,False,20,30.0
7,49,20,21,,True,False,0,False,21,30.0
7,49,21,22,,True,False,0,False,22,30.0
7,49,22,23,,True,False,0,False,23,30.0
7,49,23,24,6.0,True,True,0,False,24,30.0
7,49,24,25,10.0,True,True,0,False,25,30.0
7,49,25,26,,True,False,0,False,26,30.0
7,49,26,27,,True,False,0,False,27,30.0
7,49,27,28,,True,False,0,False,28,30.0
7,49,28,29,1.0,True,True,0,False,29,30.0
7,49,29,30,3.0,True,True,0,False,30,30.0
7,50,0,1,,True,False,0,False,1,30.0
7,50,1,2,,True,False,0,False,2,30.0
7,50,2,3,,True,False,0,False,3,30.0
7,50,3,4,,True,False,0,False,4,30.0
7,50,4,5,,True,False,0,False,5,30.0
7,50,5,6,,True,False,0,False,6,30.0
7,50,6,7,,True,False,0,False,7,30.0
7,50,7,8,,True,False,0,False,8,30.0
7,50,8,9,,True,False,0,False,9,30.0
7,50,9,10,,True,False,0,False,10,30.0
7,50,10,11,,True,False,0,False,11,30.0
7,50,11,12,,True,False,0,False,12,30.0
7,50,12,13,,True,False,0,False,13,30.0
